Phrase,Cerebro IQ Score,Search_volume,Competing Products,CPR 8-Day Giveaways,Sponsored ASINs,Amazon Recommended,Sponsored,Organic,Amazon Recommended Rank,Sponsored_rank,Organic_rank
dog pool for large dogs,6008,1430,238,32,356,0,1,0,-,52,-
dog pool large,3333,810,243,16,345,0,1,0,-,64,-
dog pool ramp,9225,2251,244,48,247,0,1,0,-,48,-
dog couch,15885,15885,1000,272,418,0,1,0,-,47,-
pets house,5,259,50000,8,226,0,1,0,-,1,-
pets stuff,32,317,10000,8,84,0,0,1,-,-,91
watch dogs phone case,32,223,7000,8,62,0,0,1,-,-,143
puppy bed girl,144,287,2000,8,72,0,1,1,-,52,213
puppy food blue wilderness,358,322,900,8,120,0,1,0,-,49,-
puppy food dispenser,148,296,2000,8,400,0,0,1,-,-,81
puppy food french bulldog,217,217,1000,8,84,0,0,1,-,-,276
grave stones for dogs,368,278,755,8,215,0,1,0,-,1,-
fur remover car,247,247,1000,8,313,0,1,0,-,75,-
fur remover for clothes,301,296,983,8,347,0,1,0,-,73,-
throwing stars set,310,310,1000,8,24,0,0,1,-,-,174
bunny costume for girls,120,240,2000,8,427,0,0,1,-,-,218
my pet blankie,21000,357,17,8,5,0,0,1,-,-,21
my pet speaker,2368,360,152,8,279,0,1,1,-,98,58
jw pet bird toys,654,270,413,8,98,0,1,0,-,56,-
bark box dog toys,10123,4920,486,112,364,0,0,1,-,-,248
dog gear travel bag,750,330,440,8,295,0,1,0,-,76,-
cesar millan dog treats,1355,355,262,8,322,0,1,0,-,21,-
parkland pet portable foldable playpen for dogs,2324,258,111,8,36,0,1,0,-,25,-
bluetooth speaker spy camera,3858,953,247,24,312,0,0,1,-,-,86
dog cages for large dogs,383,1915,5000,40,313,0,0,1,-,-,227
seizure medicine for dogs,1134,254,224,8,272,0,1,0,-,47,-
only natural pet easy defense,244,244,1000,8,110,0,1,0,-,21,-
obstacle course for babies,307,307,1000,8,178,0,0,1,-,-,301
professional laser pointer high power,359,359,1000,8,56,0,0,1,-,-,223
dog fountain step on,11898,1404,118,32,259,0,1,0,-,26,-
dog drinking water bottle,88,264,3000,8,390,0,1,0,-,63,-
furry tail costume,353,351,994,8,72,0,0,1,-,-,217
agility course for dogs,972,411,423,8,200,0,1,0,-,61,-
agility kit for dogs,858,364,424,8,214,0,1,0,-,69,-
body parts stickers,34,339,10000,8,118,0,0,1,-,-,193
nordic naturals pet cod liver oil,1669,202,121,8,122,0,1,0,-,50,-
husky dog gifts,121,242,2000,8,335,0,1,0,-,19,-
husky dog leash,219,219,1000,8,346,0,1,0,-,60,-
15 lb pet food container,1172,348,297,8,57,0,1,0,-,37,-
toys for hamsters,149,446,3000,8,417,0,1,0,-,74,-
10 lb pet food storage container,950,229,241,8,38,0,1,0,-,38,-
travel bed and play,31,282,9000,8,308,0,1,0,-,16,-
andis pet pro,58,233,4000,8,72,0,1,0,-,70,-
andis pet steel comb,3946,884,224,16,160,0,1,0,-,30,-
andis pet trimmer,253,253,1000,8,72,0,1,0,-,68,-
easy go dispenser,35,316,9000,8,44,0,0,1,-,-,219
tether ball for dog,2062,365,177,8,326,0,1,0,-,25,-
dog play crate,457,457,1000,8,305,0,0,1,-,-,217
dog play equipment,121,364,3000,8,328,0,1,1,-,37,189
two way communication device,122,243,2000,8,341,0,0,1,-,-,185
onesies for dogs,616,356,578,8,300,0,1,0,-,1,-
pet bike stroller,1042,319,306,8,46,0,1,0,-,36,-
baby milk machine,106,318,3000,8,245,0,0,1,-,-,297
dog training course equipment,282,203,721,8,143,0,1,0,-,34,-
ps4 remote stickers,92,459,5000,8,56,0,1,0,-,33,-
foldable pool for kids,2394,2394,1000,56,418,0,1,0,-,9,-
kitty litter automatic box,590,365,619,8,84,0,1,0,-,63,-
pomeranian dog gifts,12,246,20000,8,84,0,0,1,-,-,179
android watch automatic,197,394,2000,8,71,0,0,1,-,-,251
real life dog,230,1152,5000,24,226,0,0,1,-,-,136
small dog gifts,3,262,100000,8,406,0,0,1,-,-,7
small dog house outdoor,886,886,1000,16,427,0,0,1,-,-,186
red barn dog,310,310,1000,8,351,0,1,0,-,25,-
wireless dog fence for small dogs,323,323,1000,8,84,0,1,0,-,28,-
guinea pig clothes for pet,116,348,3000,8,313,0,1,0,-,13,-
big tennis ball for dogs,886,886,1000,16,200,0,1,0,-,62,-
tennis ball on rope,618,397,642,8,276,0,1,0,-,42,-
tennis ball shooter,1783,888,498,16,294,0,0,1,-,-,184
tennis ball shooter for dogs,5533,747,135,16,91,0,0,1,-,-,73
dog house for medium dogs indoor,37,374,10000,8,84,0,0,1,-,-,218
cat shoes for cats only,810,810,1000,16,75,0,1,0,-,45,-
add on items for dogs,15,290,20000,8,399,0,0,1,-,-,221
dog add on items only,5,500,100000,16,84,0,0,1,-,-,276
litter robot steps,1242,231,186,8,71,0,1,0,-,61,-
cute car stuff,51,506,10000,16,407,0,1,0,-,50,-
pooch harness,368,368,1000,8,143,0,0,1,-,-,241
pooch pads,969,507,523,8,262,0,1,1,-,36,133
herding ball for dogs,18922,1930,102,40,115,0,1,0,-,13,-
chihuahua puppy clothes,51,202,4000,8,71,0,1,0,-,48,-
schnauzer gifts,1664,1664,1000,40,396,0,1,0,-,37,-
launcher dog toy,277,277,1000,8,83,0,0,1,-,-,127
dehydrated sweet potato dog treats,1159,233,201,8,245,0,1,0,-,46,-
pet laser,140,559,4000,16,190,0,0,1,-,-,207
pet pool,15721,15721,1000,272,430,0,1,0,-,66,-
pet step,480,1919,4000,40,266,0,1,1,-,74,237
pet trainer,888,888,1000,16,335,0,0,1,-,-,305
xxs dog life jacket,10117,951,94,24,66,0,1,0,-,25,-
ticking clock for puppy,7260,951,131,24,23,0,0,1,-,-,58
primal dog,558,274,491,8,177,0,0,1,-,-,124
primal gear,149,446,3000,8,291,0,0,1,-,-,36
frenchie collar,300,210,699,8,81,0,0,1,-,-,174
frenchie clothes for dogs,1685,1345,798,32,360,0,1,1,-,22,37
frenchie gifts,436,436,1000,8,357,0,1,1,-,13,21
frenchie phone case,1814,390,215,8,71,0,0,1,-,-,47
doggie food container,270,270,1000,8,47,0,0,1,-,-,115
primo pad,208,208,1000,8,209,0,0,1,-,-,228
moisturizing pet shampoo,267,267,1000,8,324,0,1,0,-,61,-
dog house air conditioner,2632,1661,631,40,269,0,1,0,-,56,-
christmas dog toys,224,673,3000,16,426,0,0,1,-,-,38
doggy fountain,891,262,294,8,271,0,1,0,-,71,-
doggy fence indoor,836,342,409,8,315,0,1,0,-,52,-
doggy kennel,139,278,2000,8,84,0,0,1,-,-,260
doggy steps for small dogs,5961,1222,205,24,282,0,1,0,-,75,-
doggy stroller for small dogs,2498,1269,508,32,238,0,0,1,-,-,213
doggy steps for high beds,517,270,522,8,216,0,1,1,-,64,199
facetime free,476,476,1000,8,3,0,0,1,-,-,148
has the dog been fed,301,227,755,8,31,0,0,1,-,-,28
purrfect pets,131,261,2000,8,206,0,1,0,-,12,-
speaker pets,116,231,2000,8,256,0,0,1,-,-,46
poodle dog,79,236,3000,8,375,0,1,0,-,13,-
tahitian treat,11276,1432,127,32,58,0,1,0,-,5,-
web shooters real,675,309,458,8,52,0,0,1,-,-,166
rubies pet costume,521,243,466,8,121,0,1,0,-,3,-
nest cameras,2394,2394,1000,56,401,0,0,1,-,-,234
dremel pet,3177,953,300,24,263,0,1,0,-,8,-
accessories your life,3,266,100000,8,440,0,0,1,-,-,254
tech stuff,46,464,10000,16,81,0,0,1,-,-,196
hamster accessories for cages,216,431,2000,8,473,0,1,0,-,14,-
hamster bath,3255,1442,443,32,250,0,1,0,-,48,-
hamster carrier,16422,4237,258,96,287,0,1,0,-,52,-
hamster exercise ball,2767,747,270,16,305,0,1,0,-,51,-
hamster exercise,212,212,1000,8,297,0,1,0,-,59,-
hamster food,48569,19136,394,328,303,0,1,0,-,76,-
hamster house,3644,7288,2000,144,368,0,1,0,-,75,-
hamster harness,3329,1408,423,32,317,0,1,0,-,75,-
hamster stuff,3622,3622,1000,80,311,0,1,1,-,73,56
hamster treats,8476,6755,797,136,335,0,1,0,-,70,-
hamster water bottle with holder,13281,1846,139,40,269,0,1,0,-,52,-
hamster cages,2253,9011,4000,176,394,0,1,0,-,25,-
furby app,2636,319,121,8,2,0,0,1,-,-,88
furby toy,9426,1659,176,40,87,0,0,1,-,-,137
pink pet,8,232,30000,8,497,0,1,0,-,1,-
interceptor dog,554,242,437,8,94,0,1,0,-,5,-
remote basket,374,747,2000,16,370,0,0,1,-,-,190
hamster balls,2432,1221,502,24,323,0,1,0,-,58,-
hamster clothes,3418,2430,711,56,267,0,1,0,-,62,-
tall aquarium,25,507,20000,16,343,0,1,0,-,40,-
kids pools,4638,46383,10000,760,531,0,1,0,-,52,-
training watch,26,230,9000,8,408,0,0,1,-,-,241
walkabout dog treats,2252,232,103,8,49,0,1,0,-,2,-
quado interactive dog treat,2007,301,150,8,48,0,1,1,-,4,30
smartthings button,5375,1661,309,40,115,0,1,0,-,17,-
doggie shoes,1292,747,578,16,297,0,1,0,-,51,-
etna pet steps,2816,383,136,8,120,0,1,0,-,48,-
cable dog tie out,780,280,359,8,224,0,1,0,-,50,-
chewies dog treats,44,218,5000,8,77,0,1,0,-,68,-
unique dog beds,417,223,535,8,427,0,1,1,-,25,275
indestructible leash,631,366,580,8,318,0,1,0,-,12,-
prosper pet,348,348,1000,8,25,0,0,1,-,-,18
bolas de navidad,675,361,535,8,308,0,0,1,-,-,139
weird snacks,716,1432,2000,32,353,0,0,1,-,-,256
weird watches,70,417,6000,16,84,0,0,1,-,-,234
bird backpack,1126,2251,2000,48,357,0,1,0,-,47,-
pet emergency kit,452,452,1000,8,318,0,1,0,-,26,-
pet jogging stroller,1302,276,212,8,60,0,1,0,-,14,-
squeeky balls for dogs,826,294,356,8,296,0,1,0,-,58,-
designer cat litter box,1440,288,200,8,60,0,1,0,-,52,-
designer litter box,3176,432,136,8,214,0,1,0,-,24,-
cesar leash,415,204,491,8,237,0,1,0,-,42,-
cesar softies dog treats,17710,1222,69,24,46,0,1,0,-,7,-
dog puzzles,542,5420,10000,160,412,0,0,1,-,-,248
snoozer pet bed,1613,321,199,8,182,0,1,0,-,26,-
little dog clothes,46,364,8000,8,411,0,1,0,-,48,-
microchip for dogs,6469,1352,209,32,191,0,1,0,-,71,-
verus pet food,1052,324,308,8,57,0,1,0,-,39,-
big dog,18,3626,200000,144,432,0,0,1,-,-,237
big hamster cages,358,1432,4000,32,281,0,1,0,-,48,-
one step camera,50,249,5000,8,89,0,0,1,-,-,74
doggy gift basket,799,410,513,8,103,0,0,1,-,-,60
doggy toy,95,286,3000,8,447,0,0,1,-,-,98
fido fence,1288,362,281,8,47,0,1,0,-,34,-
the blissful dog,592,244,412,8,286,0,1,0,-,1,-
primal dog treats,2207,406,184,8,294,0,1,1,-,70,55
protection from dogs,8,226,30000,8,332,0,1,0,-,61,-
schnauzer puppies for sale,198,395,2000,8,74,0,1,0,-,52,-
xsmall dog toys,255,255,1000,8,481,0,0,1,-,-,233
pet dog accessories,4,208,50000,8,84,0,0,1,-,-,146
pet dog pajamas,131,393,3000,8,84,0,0,1,-,-,222
pet dog supplies,4,421,100000,16,84,0,0,1,-,-,250
pet dog treats,16,491,30000,16,414,0,1,1,-,67,235
pet fish live,337,1349,4000,32,253,0,1,0,-,22,-
pet step ladder,242,242,1000,8,84,0,1,0,-,63,-
pet step stool,814,289,355,8,198,0,1,0,-,50,-
good fun dog treats,1749,600,343,16,128,0,1,0,-,49,-
smartphone camera remote,41,204,5000,8,447,0,0,1,-,-,298
furby connect,13121,1850,141,40,28,0,0,1,-,-,28
foraging toys for dogs,689,319,463,8,421,0,1,0,-,25,-
snausages dog treats,13520,1352,100,32,133,0,1,0,-,1,-
dreambone mini,2122,348,164,8,192,0,1,0,-,50,-
hill's hypoallergenic dog treats,5607,499,89,8,12,0,1,0,-,12,-
indestructible dog cage,645,238,369,8,235,0,1,0,-,71,-
prevue pet playpen,1630,282,173,8,186,0,1,0,-,8,-
furs off,26,255,10000,8,62,0,1,0,-,5,-
livestream device,327,327,1000,8,168,0,0,1,-,-,179
kochi free for dogs,3596,374,104,8,153,0,1,0,-,6,-
fence feeder,1107,446,403,8,177,0,1,0,-,39,-
gps collar,2830,1664,588,40,268,0,1,0,-,68,-
parakeet nest,2427,1352,557,32,267,0,1,0,-,1,-
parvo dogs,629,276,439,8,314,0,0,1,-,-,118
dog bike,715,1430,2000,32,325,0,1,0,-,72,-
escalera para perros,1814,341,188,8,76,0,0,1,-,-,124
wheres bear game,337,337,1000,8,125,0,0,1,-,-,285
frenchie bulldog accessories,76,379,5000,8,84,0,0,1,-,-,121
puppies for sale,136,1222,9000,40,286,0,1,0,-,50,-
zoey sugg,2436,229,94,8,24,0,0,1,-,-,1
sog harness,3568,810,227,16,410,0,0,1,-,-,260
sog water bottle,708,356,503,8,84,0,1,0,-,63,-
games for dogs,17,509,30000,16,386,0,1,1,-,34,125
plastic kids pool,363,3631,10000,112,494,0,1,0,-,12,-
feeder fish,675,675,1000,16,267,0,1,0,-,51,-
cosas para perros,12514,1852,148,40,187,0,1,0,-,47,-
nathans hot dogs,31164,4550,146,104,153,0,1,0,-,1,-
modern cat litter box,959,258,269,8,296,0,1,0,-,62,-
ever after high kitty,244,244,1000,8,24,0,0,1,-,-,105
furbo treats,5870,951,162,24,224,0,1,1,-,1,15
collar camera,473,473,1000,8,94,0,1,1,-,47,8
alexia cara,1299,313,241,8,0,0,0,1,-,-,50
white dog crate,1498,1269,847,32,249,0,0,1,-,-,72
guardian pet safe,207,207,1000,8,77,0,1,0,-,35,-
sprong dog toy,2124,223,105,8,261,0,1,0,-,25,-
white kit kats,81,244,3000,8,116,0,0,1,-,-,230
dogs real,2,213,100000,8,507,0,0,1,-,-,211
tooge camera,3685,409,111,8,27,0,0,1,-,-,16
pawhut pet stroller,2081,256,123,8,20,0,1,0,-,8,-
smart feeder,2888,673,233,16,286,0,0,1,-,-,84
christmas dog clothes,131,261,2000,8,308,0,1,1,-,38,147
hidden speakers,50,500,10000,16,88,0,1,0,-,87,-
fromm dog treats,10985,747,68,16,73,0,1,0,-,1,-
dog plush,156,3126,20000,96,358,0,1,0,-,36,-
camera phone,4,356,100000,8,603,0,0,1,-,-,72
nuzzle pet collar,3179,302,95,8,24,0,1,0,-,11,-
funny costumes,32,953,30000,32,330,0,1,0,-,25,-
electronic nanny,141,282,2000,8,290,0,0,1,-,-,134
pet shoes,338,675,2000,16,359,0,1,0,-,1,-
portable wireless dog fence,523,271,518,8,84,0,1,0,-,49,-
abound dog treats,5976,747,125,16,190,0,1,0,-,34,-
akc smart dog collar,529,340,643,8,72,0,1,0,-,54,-
roro pet products,3525,349,99,8,36,0,1,0,-,25,-
biobag pet waste,785,219,279,8,153,0,1,0,-,26,-
booda dog toys,1017,237,233,8,428,0,1,0,-,36,-
stuff on sale,8,238,30000,8,72,0,1,0,-,52,-
acana dog treats,3651,953,261,24,67,0,1,0,-,4,-
perros accesorios,844,1687,2000,40,381,0,1,1,-,64,157
human grade dog treats,749,415,554,8,277,0,1,0,-,61,-
remote camera,192,1917,10000,56,615,0,0,1,-,-,168
accesorios auto,3,299,100000,8,423,0,0,1,-,-,266
plastic pools,556,16665,30000,424,501,0,1,0,-,52,-
real time camera,6,278,50000,8,209,0,0,1,-,-,190
real time hidden camera,110,329,3000,8,87,0,1,0,-,46,-
outdoor dog bowl,1536,1430,931,32,285,0,0,1,-,-,294
outdoor dog tent,83,332,4000,8,84,0,0,1,-,-,126
outdoor dog water dispenser,1050,504,480,8,78,0,1,0,-,58,-
outdoor fence for dogs,477,953,2000,24,264,0,1,0,-,73,-
newmans dog treats,3821,810,212,16,124,0,1,0,-,61,-
paralyzed dog,679,239,352,8,340,0,1,0,-,1,-
duck leash,2447,810,331,16,131,0,1,0,-,21,-
natural chicken feed,84,418,5000,8,187,0,1,0,-,42,-
surveillance stickers,391,336,860,8,380,0,0,1,-,-,275
helmets for dogs,214,428,2000,8,84,0,1,0,-,47,-
cute dog beds for medium dogs,239,478,2000,8,420,0,1,0,-,26,-
cute dog clothes,225,1351,6000,40,461,0,1,1,-,14,229
cute dog house,123,246,2000,8,398,0,1,1,-,75,283
cute dog water bottle,88,265,3000,8,84,0,1,0,-,40,-
canaries food,267,215,804,8,83,0,1,0,-,75,-
canaries for sale,268,268,1000,8,55,0,1,0,-,39,-
canaries nest,610,343,562,8,84,0,1,0,-,51,-
lentes spy,364,240,660,8,103,0,0,1,-,-,133
camera baby toy,171,342,2000,8,84,0,0,1,-,-,86
puppy apparel,56,337,6000,8,353,0,1,0,-,13,-
fish stuff,88,884,10000,24,360,0,1,0,-,38,-
tenax pet fence,2221,231,104,8,24,0,1,0,-,19,-
tracking dog collar,394,258,655,8,464,0,1,0,-,78,-
portable dog bottle,161,483,3000,8,434,0,1,0,-,75,-
portable dog food container,1168,361,309,8,333,0,1,0,-,39,-
portable dog pool,15274,3620,237,80,349,0,1,0,-,14,-
portable dog stairs,260,260,1000,8,84,0,1,0,-,37,-
portable dog tub,1206,228,189,8,79,0,1,0,-,9,-
smartsticks dog treats,5980,598,100,16,64,0,1,0,-,40,-
matching dog and owner shirts,11603,3620,312,80,310,0,1,1,-,62,18
whimzees small dog treats,18874,2548,135,56,190,0,1,0,-,25,-
puppys for sale,45,403,9000,16,69,0,1,0,-,13,-
pupcorn dog treats,15234,1432,94,32,128,0,1,0,-,1,-
cama para perros,17941,3624,202,80,343,0,1,0,-,76,-
toys for smart dogs,371,371,1000,8,387,0,0,1,-,-,213
barking stuffed dog,432,251,581,8,72,0,1,0,-,28,-
dog pack,24,2430,100000,80,463,0,1,1,-,13,147
gatos accesorios,727,504,693,8,28,0,0,1,-,-,116
furby black and white,1569,204,130,8,17,0,0,1,-,-,27
mascotas accesorios,21,210,10000,8,500,0,1,1,-,8,30
mascotas perros,29,285,10000,8,353,0,0,1,-,-,191
twizzies dog treats,4597,331,72,8,141,0,1,0,-,13,-
doggie house,147,441,3000,8,84,0,0,1,-,-,100
smart speaker,928,9281,10000,232,555,0,0,1,-,-,193
camera for dogs at home,2574,888,345,16,459,0,1,1,-,1,5
camera for dogs,89,354,4000,8,456,0,1,1,-,1,2
camera for pets,509,509,1000,8,361,0,1,1,-,1,5
tuxedo for dogs,1630,675,414,16,84,0,1,0,-,27,-
house cameras,5696,5696,1000,120,492,0,0,1,-,-,141
chewey com,273,273,1000,8,261,0,0,1,-,-,50
laser security,88,265,3000,8,142,0,0,1,-,-,201
cheap fish tank,22,442,20000,16,134,0,1,0,-,50,-
nanny cameras,953,953,1000,24,599,0,0,1,-,-,274
jeffers pet supply,226,226,1000,8,330,0,1,0,-,24,-
hamster supplies and toys,56,222,4000,8,355,0,1,0,-,74,-
vitalife dog treats,1716,230,134,8,184,0,1,0,-,15,-
shoes for dogs,2186,4372,2000,96,424,0,1,1,-,26,226
robot sticker,210,210,1000,8,367,0,0,1,-,-,172
hamster toy,510,2548,5000,56,435,0,1,0,-,25,-
trixie dog puzzle,13638,1432,105,32,163,0,1,0,-,26,-
panacur for dogs,4211,598,142,16,137,0,1,0,-,13,-
dog bed with stairs,689,284,412,8,367,0,1,0,-,76,-
throwing star,675,675,1000,16,253,0,0,1,-,-,133
doggy toy basket,304,205,675,8,39,0,0,1,-,-,80
bonve pet,7047,747,106,16,241,0,0,1,-,-,42
bonve pet dog seat cover,3800,361,95,8,74,0,1,0,-,6,-
pet caskets for dogs,4878,561,115,16,306,0,1,0,-,23,-
fur real friends dogs,35,283,8000,8,52,0,0,1,-,-,266
soulfood for dogs,11767,353,30,8,12,0,0,1,-,-,14
train tent,1891,244,129,8,301,0,0,1,-,-,222
top paw food bowl,218,218,1000,8,230,0,1,0,-,30,-
top paw training pads,667,402,603,8,175,0,1,0,-,35,-
big dog accessories,37,365,10000,8,447,0,1,1,-,73,272
big dog treats,59,416,7000,16,335,0,1,1,-,75,121
in car camera,1222,561,459,16,577,0,0,1,-,-,62
parisian pet small,1804,368,204,8,77,0,1,0,-,32,-
trixie pet cat,263,208,790,8,193,0,0,1,-,-,187
fish dog treats,254,507,2000,8,309,0,1,0,-,46,-
hpz pet stroller,4847,286,59,8,24,0,1,0,-,16,-
video wifi baby monitor,106,212,2000,8,390,0,0,1,-,-,288
rc ramp,3703,1607,434,40,207,0,1,0,-,33,-
platos dog treats,455,455,1000,8,68,0,1,0,-,47,-
porton para perros,3645,339,93,8,15,0,0,1,-,-,26
auto litter box,11397,1664,146,40,169,0,1,0,-,76,-
puppy sweaters for small dogs,216,431,2000,8,402,0,1,0,-,48,-
grass saver dog treats,1939,411,212,8,60,0,1,0,-,40,-
comedouro pet,10957,252,23,8,0,0,0,1,-,-,10
unique gadgets toys,68,273,4000,8,347,0,0,1,-,-,152
bears watch,32,324,10000,8,392,0,0,1,-,-,223
gift for dog,4,411,100000,16,321,0,1,1,-,1,12
luvsome dog,520,361,694,8,74,0,0,1,-,-,160
three to get married,383,252,658,8,208,0,1,0,-,30,-
electric shock fence,245,245,1000,8,275,0,1,0,-,30,-
interactive cat laser,518,350,676,8,119,0,1,1,-,56,272
water storage drops,27,241,9000,8,205,0,0,1,-,-,264
big dog pet fountain,263,263,1000,8,285,0,1,0,-,32,-
majestic pet products,386,324,839,8,78,0,1,0,-,34,-
fresh food dispenser,53,210,4000,8,353,0,1,0,-,61,-
girl dog bed,2529,2428,960,56,400,0,0,1,-,-,303
girl dog bandana,1923,1923,1000,40,440,0,1,0,-,59,-
girl dog dishes,461,461,1000,8,347,0,1,0,-,8,-
girl dog sweater,310,310,1000,8,84,0,1,0,-,51,-
girl dog toys,1126,2251,2000,48,443,0,0,1,-,-,252
french bulldog treats,538,274,509,8,84,0,0,1,-,-,51
automatic dog ball launcher,12889,2552,198,56,212,0,0,1,-,-,81
prevue pet cage,336,260,773,8,285,0,1,0,-,30,-
cute dog beds,1430,1430,1000,32,422,0,1,0,-,25,-
iris pet food storage container,14436,1689,117,40,75,0,1,0,-,11,-
think dog toys,276,276,1000,8,456,0,1,0,-,47,-
best nest box,429,354,825,8,167,0,1,0,-,22,-
phone stuff,41,810,20000,24,546,0,0,1,-,-,190
dog sandals for medium dogs,471,471,1000,8,133,0,1,0,-,43,-
juguetes para perro,1698,338,199,8,83,0,1,0,-,63,-
check minder,915,396,433,8,29,0,0,1,-,-,48
glasses hidden camera,462,462,1000,8,351,0,1,0,-,60,-
puperoni treats,25727,2547,99,56,143,0,1,0,-,13,-
automatic water fountain for dogs,289,282,977,8,291,0,1,0,-,76,-
disney usb,229,229,1000,8,477,0,0,1,-,-,228
bell dog,181,361,2000,8,360,0,1,0,-,50,-
pets alive,2160,1443,668,32,230,0,1,0,-,9,-
pets nail grinder,386,386,1000,8,289,0,1,0,-,69,-
pet gear stroller,1951,675,346,16,66,0,1,0,-,32,-
feeding machine,31,312,10000,8,402,0,0,1,-,-,290
glasses camera with audio,223,445,2000,8,363,0,1,0,-,62,-
tracker for pets,133,266,2000,8,149,0,1,0,-,52,-
croquetas para perro,3484,446,128,8,108,0,0,1,-,-,44
juguetes para perros,8037,2186,272,48,386,0,0,1,-,-,80
acana pet food,416,346,831,8,84,0,1,0,-,74,-
tractive gps pet,1805,361,200,8,202,0,1,0,-,31,-
video phone,12,1219,100000,40,625,0,0,1,-,-,287
3 pack nest camera,419,281,671,8,114,0,0,1,-,-,104
dog clothes bulldog,33,265,8000,8,84,0,0,1,-,-,165
dog door automatic,81,242,3000,8,72,0,0,1,-,-,253
dog hat for adults,36,361,10000,8,423,0,1,0,-,36,-
dog house camera,121,242,2000,8,101,0,0,1,-,-,41
dog pen white,214,214,1000,8,211,0,1,0,-,70,-
camaras profesionales canon,272,253,930,8,85,0,1,0,-,43,-
stroller for dog,1516,288,190,8,84,0,1,0,-,25,-
strawberry pet bed,1404,337,240,8,84,0,1,0,-,49,-
great dane dog clothes,233,233,1000,8,84,0,1,0,-,12,-
whimzy pets,2005,419,209,8,47,0,0,1,-,-,30
kong dog treat toy,123,246,2000,8,84,0,1,0,-,15,-
cooling pet cot,1084,259,239,8,114,0,1,0,-,64,-
dog bike attachment,2754,884,321,16,243,0,1,0,-,45,-
dog bike carrier,6164,2552,414,56,351,0,1,0,-,50,-
dog bike helmet,634,225,355,8,308,0,1,0,-,74,-
girl power stickers,374,747,2000,16,150,0,0,1,-,-,218
bottles with bags inside,25,252,10000,8,227,0,1,0,-,18,-
canna pet for cats,242,203,838,8,337,0,1,0,-,68,-
home monitor camera,33,331,10000,8,114,0,0,1,-,-,279
silicone dog treat pouch,2726,507,186,8,48,0,1,0,-,28,-
treat dispenser dog toys,432,432,1000,8,318,0,1,1,-,1,134
car key camera,89,267,3000,8,379,0,1,0,-,34,-
dog snow booties,708,371,524,8,408,0,1,0,-,28,-
feeder fish live,896,673,751,16,166,0,1,0,-,36,-
vie shirt,29,265,9000,8,84,0,0,1,-,-,250
puppy cage,6058,3126,516,72,369,0,0,1,-,-,232
doggy tuxedo,1729,230,133,8,84,0,1,0,-,50,-
fun dog accessories,11,218,20000,8,84,0,0,1,-,-,27
kid pools,1055,52727,50000,912,610,0,1,0,-,26,-
louis supply,74,294,4000,8,129,0,0,1,-,-,46
two door kennel,307,307,1000,8,228,0,1,0,-,23,-
